1,1,0.141646502,0.367756828,0.54282549,0.135567257,0.426539122,9.42E-01,0.121142573
2,1,0.026468111,0.118637214,0.164496497,0.017435059,0.158449841,2.52E-01,0.031001517
3,1,0,0,0,0.52612088,1,2.69E-01,0.906419925
4,1,0.071835925,0.171746786,0.275009712,0.087366635,0.252391464,8.02E-01,0.071404105
5,1,0.034633465,0.138199464,0.184107161,0.032802533,0.223325975,5.74E-01,0.028901317
6,1,0.05739199,0.238437042,0.292505359,0.031908147,0.180647535,4.48E-01,0.067195311
7,1,0.036861349,0.107415458,0.181287139,0.056836148,0.224675006,6.98E-01,0
8,1,0.062700536,0.172505013,0.241932003,0.03630026,0.219401521,4.89E-01,0.051338854
9,1,0.047553059,0.163086151,0.198523805,0.019871112,0.065979887,3.70E-01,0.084504815
10,1,0.054204731,0.22283442,0.314360531,0.03205794,0.06548933,0.488454911,0.002488862
11,1,0.152103698,0.358590709,0.44172194,0.025851908,0.111111111,3.23E-01,0.140398852
12,1,0.048000768,0.186591181,0.27785851,0.017941294,0.101667893,4.72E-01,0.081116859
13,1,0.057061539,0.146641055,0.218105693,0.019282873,0.103507481,2.75E-01,0.110498376
14,1,0.149950432,0.599403528,0.649871229,0.115573686,0.232646554,3.17E-01,0.202513353
15,1,0.09383761,0.220863031,0.359308231,0.416471134,0.553838607,8.63E-01,0.002430529
16,1,0.072646065,0.184535544,0.249629512,0.015307339,0.059725288,1.81E-01,0.024221076
17,1,0.023792519,0.131190079,0.178193747,0.018360059,0.074319352,3.46E-01,0.006758831
18,1,0.05939602,0.151240964,0.172568091,0.022186894,0.211062055,7.67E-01,0.08513414
19,1,0.071931863,0.260931102,0.312159187,0.023470524,0.164213883,5.77E-01,0.050029717
20,1,0.062743175,0.201705168,0.242133433,0.019200869,0.166298749,2.39E-01,0.148146421
21,1,0.132074064,0.257679152,0.309051408,0,0.035197449,0.044648669,0.049176665
22,1,0.046188613,0.135705741,0.213760557,0.026308941,0.263428992,4.07E-01,0.069878558
23,1,0.045282536,0.154105377,0.192840597,0.045035283,0.158817758,3.79E-01,0.026129559
24,1,0.064278176,0.156750746,0.148856884,1,0.727740986,2.74E-01,0.831806486
25,1,0.036189786,0.144602268,0.160036257,0.009022583,0.052489576,3.11E-01,0.043348039
26,1,0.05700824,0.293619101,0.361250593,0.024215116,0.026490066,3.48E-01,0.054297678
27,1,0.071803946,0.321504996,0.336632951,0.027872477,0.020358106,3.12E-01,0.080045309
28,1,0.100457302,0.28709835,0.385724357,0.326002576,0.410718666,8.88E-01,0.021386448
29,1,0.050868235,0.140507843,0.216465476,0.019691798,0.117610988,5.35E-01,0.098566546
30,1,0.253829508,1,1,0.487938911,0.147167035,1.75E-01,0.554618341
31,1,1,0.517397092,0.535199919,0.832701723,0.602649007,6.69E-01,1
32,1,0.07087655,0.197138958,0.302720746,0.096539011,0.414520481,8.06E-01,0.028822578
33,1,0.062711196,0.209674973,0.281800786,0.099241849,0.247608536,0.609458166,0.062188024
34,1,0.100862372,0.276533724,0.395637598,0.202739139,0.372455237,6.34E-01,0.053446982
35,1,0.121254437,0.374125933,0.452440902,0.044562943,0.083026735,0.343710511,0.058128916
36,1,0.121190479,0.594095941,0.633771204,0.135210815,0.251778268,0.477350182,0.254155351
37,1,0.034505548,0.232506024,0.289253701,0.015150985,0.16764778,5.72E-01,0.040358044
38,1,0.042948055,0.186506934,0.25801764,0.048259665,0.126808928,6.53E-01,0.057028145
39,1,0.056784386,0.185411717,0.264247586,0.02444582,0.189232279,3.04E-01,0.090339853
40,1,0.216818923,0.92594652,0.908521934,0.035839946,0.01827324,0,0.330809591
41,1,0.085043332,0.354294091,0.345711696,0.850492131,0.454010302,1.50E-01,0.888624097
42,1,0.105339459,0.335102529,0.431046142,0.06827073,0.368040226,7.29E-01,0.104507861
43,1,0.141433307,0.620397985,0.645051293,0.178498875,0.272749571,9.23E-02,0.593286341
44,1,0.178326635,0.813324572,0.840323439,0.106036121,0.122761835,2.16E-01,0.484946325
45,1,0.155749326,0.519570675,0.616088514,0.094067969,0.08989453,4.65E-01,0.13446157
46,1,0.105797828,0.352558594,0.464454772,0.066285149,0.017905323,2.02E-01,0.101325935
47,1,0.080267772,0.279701427,0.336632951,0.01192223,0.540103017,1.00E+00,0.127448873
48,1,0.048480455,0.221402214,0.228637613,0.005759933,0.000367918,2.16E-01,0.112926393
49,1,0.045229238,0.209658124,0.221947254,0.012170428,0,5.17E-02,0.060993366
50,1,0.027374189,0.135452998,0.171978188,0.043016901,0.122516556,3.49E-01,0.063931403
51,1,0.060803104,0.161805591,0.207703265,0.041638148,0.144714251,3.36E-01,0.040393879
52,1,0.193793905,0.846551753,0.831460512,0.54413215,0.126441011,4.30E-01,0.143518182
53,1,0.062327446,0.233180003,0.272750817,0.030480191,0.289305862,4.22E-01,0.14663852
54,1,0.074841969,0.297966267,0.308993856,0.019777081,0.023056169,0.070304423,0.067169336
55,1,0.087004722,0.242480918,0.486309943,0.040132562,0.078979642,5.66E-01,0.066630268
56,1,0.121297076,0.392929957,0.461591586,0.075210421,0.21192053,3.94E-01,0.182391203
57,1,0.108398802,0.292422787,0.370689035,0.028130515,0.113195977,3.59E-01,0.053797926
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1,0.396315649,,,,,,,
2,0.267964933,,,,,,,
3,0.63333527,,,,,,,
4,0.104738136,,,,,,,
5,0.180875836,,,,,,,
6,0.283386202,,,,,,,
7,0.280096928,,,,,,,
8,0.457618655,,,,,,,
9,0.164879212,,,,,,,
10,0.326405622,,,,,,,
11,0.06390108,,,,,,,
12,0.49288517,,,,,,,
13,0.14304829,,,,,,,
14,0.49717873,,,,,,,
15,0.410838028,,,,,,,
16,0.273187952,,,,,,,
17,0.393317142,,,,,,,
18,0.178937983,,,,,,,
19,0.376454806,,,,,,,
20,0.233835453,,,,,,,
21,0,,,,,,,
22,0.192863997,,,,,,,
23,1,,,,,,,
24,0.952028265,,,,,,,
25,0.396113216,,,,,,,
26,0.229727672,,,,,,,
27,0.381679936,,,,,,,
28,0.520907406,,,,,,,
29,0.095809278,,,,,,,
30,0.583735884,,,,,,,
31,0.925709941,,,,,,,
32,0.324234366,,,,,,,
33,0.322671876,,,,,,,
34,0.41915226,,,,,,,
35,0.658645543,,,,,,,
36,0.635676742,,,,,,,
37,0.161766407,,,,,,,
38,0.478157723,,,,,,,
39,0.192679389,,,,,,,
40,0.563894523,,,,,,,
41,0.77659967,,,,,,,
42,0.428934787,,,,,,,
43,0.570758425,,,,,,,
44,0.890755226,,,,,,,
45,0.346279533,,,,,,,
46,0.66311165,,,,,,,
47,0.494058954,,,,,,,
48,0.270412093,,,,,,,
49,0.516992125,,,,,,,
50,0.439946352,,,,,,,
51,0.501700669,,,,,,,
52,0.605864185,,,,,,,
53,0.069115423,,,,,,,
54,0.398836237,,,,,,,
55,0.48706474,,,,,,,
56,0.444638777,,,,,,,
57,0.537224486,,,,,,,
